frame_id,filename,objects
8681,12fe446e1b6849ab,"[{'class_name': 'Furniture', 'realtive_size': 0.038884254832, 'confidence_val': 0.253641}, {'class_name': 'Building', 'realtive_size': 0.9668423347699999, 'confidence_val': 0.358782}]"
8684,12ff8319fa14ce8c,"[{'class_name': 'Building', 'realtive_size': 0.443642837499, 'confidence_val': 0.250487}, {'class_name': 'Plant', 'realtive_size': 0.20544778138300002, 'confidence_val': 0.454055}]"
8711,1310eeb7f973b563,"[{'class_name': 'Building', 'realtive_size': 0.85394660967, 'confidence_val': 0.562255}, {'class_name': 'Plant', 'realtive_size': 0.086345547719, 'confidence_val': 0.58267}, {'class_name': 'Tree', 'realtive_size': 0.086345547719, 'confidence_val': 0.263638}]"
8728,131aa6857eb8e8bd,"[{'class_name': 'Land vehicle', 'realtive_size': 0.03308373705, 'confidence_val': 0.362962}, {'class_name': 'Car', 'realtive_size': 0.03308373705, 'confidence_val': 0.259501}, {'class_name': 'Building', 'realtive_size': 0.659767631778, 'confidence_val': 0.698597}, {'class_name': 'Wheel', 'realtive_size': 0.001513587009, 'confidence_val': 0.287929}, {'class_name': 'Vehicle', 'realtive_size': 0.029608765356000002, 'confidence_val': 0.68112}]"
8730,131c207091ffcfac,"[{'class_name': 'Building', 'realtive_size': 1.052596315946, 'confidence_val': 0.591462}]"
8739,1321636bc74da25f,"[{'class_name': 'Building', 'realtive_size': 0.21661196088, 'confidence_val': 0.573508}]"
8754,132f9f62e147023b,"[{'class_name': 'Building', 'realtive_size': 0.453517638947, 'confidence_val': 0.285022}]"
8757,1332835cbf24c129,"[{'class_name': 'Building', 'realtive_size': 0.8652197875679999, 'confidence_val': 0.436527}]"
8759,13337dac0cd41053,"[{'class_name': 'Building', 'realtive_size': 0.085889485686, 'confidence_val': 0.373418}, {'class_name': 'Traffic sign', 'realtive_size': 0.04195686096, 'confidence_val': 0.307443}]"
8762,13345d59119fce5a,"[{'class_name': 'Building', 'realtive_size': 0.6317704002819999, 'confidence_val': 0.605758}, {'class_name': 'Plant', 'realtive_size': 0.08165281555199999, 'confidence_val': 0.370108}, {'class_name': 'Tree', 'realtive_size': 0.08165281555199999, 'confidence_val': 0.271376}]"
8769,13371bc371185a02,"[{'class_name': 'Building', 'realtive_size': 0.32238549065600003, 'confidence_val': 0.410269}, {'class_name': 'Wheel', 'realtive_size': 0.001862524652, 'confidence_val': 0.251827}, {'class_name': 'Vehicle', 'realtive_size': 0.035924413855, 'confidence_val': 0.471837}]"
8778,133aeeb0335b38b0,"[{'class_name': 'Window', 'realtive_size': 0.0036879959759999995, 'confidence_val': 0.261402}, {'class_name': 'Building', 'realtive_size': 0.418509369047, 'confidence_val': 0.413341}, {'class_name': 'Building', 'realtive_size': 0.10489825417, 'confidence_val': 0.412747}]"
8779,133b5f4a354d07ce,"[{'class_name': 'Building', 'realtive_size': 0.9177786896629999, 'confidence_val': 0.635661}]"
8794,13447943e4011677,"[{'class_name': 'Building', 'realtive_size': 1.307392579534, 'confidence_val': 0.63724}]"
8796,13465d9dc4bb7885,"[{'class_name': 'Land vehicle', 'realtive_size': 0.044059106040000004, 'confidence_val': 0.672342}, {'class_name': 'Vehicle', 'realtive_size': 0.044059106040000004, 'confidence_val': 0.943227}, {'class_name': 'Car', 'realtive_size': 0.044059106040000004, 'confidence_val': 0.661448}, {'class_name': 'Land vehicle', 'realtive_size': 0.019457950677999998, 'confidence_val': 0.555267}, {'class_name': 'Vehicle', 'realtive_size': 0.019457950677999998, 'confidence_val': 0.622455}, {'class_name': 'Car', 'realtive_size': 0.019457950677999998, 'confidence_val': 0.569408}, {'class_name': 'Building', 'realtive_size': 0.7576794734700001, 'confidence_val': 0.761715}, {'class_name': 'Wheel', 'realtive_size': 0.002785769076, 'confidence_val': 0.45829}, {'class_name': 'Wheel', 'realtive_size': 0.002765998151, 'confidence_val': 0.287373}, {'class_name': 'Person', 'realtive_size': 0.016970147144, 'confidence_val': 0.273621}]"
8818,134efa04b732fc0e,"[{'class_name': 'Land vehicle', 'realtive_size': 0.072689449238, 'confidence_val': 0.646631}, {'class_name': 'Vehicle', 'realtive_size': 0.072689449238, 'confidence_val': 0.855718}, {'class_name': 'Car', 'realtive_size': 0.072689449238, 'confidence_val': 0.628599}, {'class_name': 'Building', 'realtive_size': 0.683887353192, 'confidence_val': 0.358576}, {'class_name': 'Wheel', 'realtive_size': 0.007379265296000001, 'confidence_val': 0.371044}, {'class_name': 'Wheel', 'realtive_size': 0.01313176862, 'confidence_val': 0.336632}, {'class_name': 'Plant', 'realtive_size': 0.43584376529999996, 'confidence_val': 0.352563}, {'class_name': 'Tree', 'realtive_size': 0.43584376529999996, 'confidence_val': 0.279255}]"
8829,13548a636cdfcc19,"[{'class_name': 'Building', 'realtive_size': 0.289566185303, 'confidence_val': 0.590701}, {'class_name': 'Plant', 'realtive_size': 0.11769085601000001, 'confidence_val': 0.281284}]"
8836,13579e265e3770f7,"[{'class_name': 'Building', 'realtive_size': 0.229168600555, 'confidence_val': 0.278281}]"
8841,1359f526d9d7052f,"[{'class_name': 'Building', 'realtive_size': 0.801473444604, 'confidence_val': 0.288088}, {'class_name': 'Clothing', 'realtive_size': 0.05212491312, 'confidence_val': 0.595606}, {'class_name': 'Clothing', 'realtive_size': 0.020092521218, 'confidence_val': 0.26746}, {'class_name': 'Person', 'realtive_size': 0.02352544128, 'confidence_val': 0.652847}, {'class_name': 'Woman', 'realtive_size': 0.02352544128, 'confidence_val': 0.287907}, {'class_name': 'Person', 'realtive_size': 0.07179911433, 'confidence_val': 0.918596}, {'class_name': 'Woman', 'realtive_size': 0.07179911433, 'confidence_val': 0.27498}, {'class_name': 'Person', 'realtive_size': 0.020794372585000002, 'confidence_val': 0.676111}, {'class_name': 'Person', 'realtive_size': 0.014056805283, 'confidence_val': 0.472995}]"
8849,135c57e998935d20,"[{'class_name': 'Building', 'realtive_size': 0.17794440198, 'confidence_val': 0.262178}]"
8853,135d8fe5af28981d,"[{'class_name': 'Building', 'realtive_size': 1.0437779491849999, 'confidence_val': 0.582432}, {'class_name': 'Door', 'realtive_size': 0.08808379491799999, 'confidence_val': 0.308552}]"
8858,135f040bece34b0d,"[{'class_name': 'Building', 'realtive_size': 0.9566452079359999, 'confidence_val': 0.532907}, {'class_name': 'Clothing', 'realtive_size': 0.00664879197, 'confidence_val': 0.348025}, {'class_name': 'Person', 'realtive_size': 0.006229660128, 'confidence_val': 0.347989}, {'class_name': 'Clothing', 'realtive_size': 0.006229660128, 'confidence_val': 0.261047}, {'class_name': 'Person', 'realtive_size': 0.007103203840000001, 'confidence_val': 0.53941}]"
8875,1365116976baadb0,"[{'class_name': 'Building', 'realtive_size': 0.049818787707999995, 'confidence_val': 0.348433}, {'class_name': 'Plant', 'realtive_size': 0.250981850592, 'confidence_val': 0.498054}, {'class_name': 'Plant', 'realtive_size': 0.313754625028, 'confidence_val': 0.28754}]"
8884,1369cb3bff10715a,"[{'class_name': 'Building', 'realtive_size': 0.87000253888, 'confidence_val': 0.432165}, {'class_name': 'Person', 'realtive_size': 0.018048216924, 'confidence_val': 0.738573}, {'class_name': 'Man', 'realtive_size': 0.018048216924, 'confidence_val': 0.490129}, {'class_name': 'Clothing', 'realtive_size': 0.018048216924, 'confidence_val': 0.390476}, {'class_name': 'Person', 'realtive_size': 0.136460787513, 'confidence_val': 0.426857}, {'class_name': 'Clothing', 'realtive_size': 0.136460787513, 'confidence_val': 0.284316}, {'class_name': 'Person', 'realtive_size': 0.016753601133, 'confidence_val': 0.54314}, {'class_name': 'Man', 'realtive_size': 0.016753601133, 'confidence_val': 0.396424}, {'class_name': 'Person', 'realtive_size': 0.013102976637, 'confidence_val': 0.64141}, {'class_name': 'Man', 'realtive_size': 0.013102976637, 'confidence_val': 0.38129}, {'class_name': 'Person', 'realtive_size': 0.011198562799999999, 'confidence_val': 0.469043}, {'class_name': 'Man', 'realtive_size': 0.011198562799999999, 'confidence_val': 0.260157}, {'class_name': 'Person', 'realtive_size': 0.029415741299999996, 'confidence_val': 0.299584}]"
8897,1372186a0ba4cc26,"[{'class_name': 'Building', 'realtive_size': 1.1715077995199998, 'confidence_val': 0.411527}, {'class_name': 'Clothing', 'realtive_size': 0.11151967814100001, 'confidence_val': 0.533116}, {'class_name': 'Person', 'realtive_size': 0.146758401206, 'confidence_val': 0.4631}]"
8905,1375aa57b4a1ee42,"[{'class_name': 'Land vehicle', 'realtive_size': 0.03018790802, 'confidence_val': 0.342334}, {'class_name': 'Vehicle', 'realtive_size': 0.03018790802, 'confidence_val': 0.628242}, {'class_name': 'Car', 'realtive_size': 0.03018790802, 'confidence_val': 0.28874}, {'class_name': 'Building', 'realtive_size': 0.55109354853, 'confidence_val': 0.54543}, {'class_name': 'Vehicle', 'realtive_size': 0.004037121032, 'confidence_val': 0.271142}, {'class_name': 'Person', 'realtive_size': 0.0057080138, 'confidence_val': 0.331587}, {'class_name': 'Person', 'realtive_size': 0.004074920388, 'confidence_val': 0.321372}]"
8906,1375f90c4a68cb75,"[{'class_name': 'Building', 'realtive_size': 0.731305241675, 'confidence_val': 0.452682}, {'class_name': 'Plant', 'realtive_size': 0.06558515524799999, 'confidence_val': 0.281104}]"
8911,1378e2479baca9a1,"[{'class_name': 'Building', 'realtive_size': 0.922372584336, 'confidence_val': 0.334344}]"
8919,137e30f0ef12b0d1,"[{'class_name': 'Building', 'realtive_size': 0.24011373279599998, 'confidence_val': 0.277157}]"
8927,13832898cde5741f,"[{'class_name': 'Building', 'realtive_size': 1.052841766237, 'confidence_val': 0.713226}]"
8933,1385606e796f09e8,"[{'class_name': 'Building', 'realtive_size': 0.50884159572, 'confidence_val': 0.251588}, {'class_name': 'Person', 'realtive_size': 0.06756628762, 'confidence_val': 0.759162}]"
8938,1389fd8838985994,"[{'class_name': 'Building', 'realtive_size': 0.42253061867200004, 'confidence_val': 0.647991}, {'class_name': 'Building', 'realtive_size': 0.037223431700000004, 'confidence_val': 0.281333}]"
8947,138f3667034de46c,"[{'class_name': 'Building', 'realtive_size': 0.067945077768, 'confidence_val': 0.392028}]"
8966,13943f4a22162873,"[{'class_name': 'Building', 'realtive_size': 0.8133685926199999, 'confidence_val': 0.790861}]"
8970,1394d50230c7ee85,"[{'class_name': 'Building', 'realtive_size': 0.5262152358, 'confidence_val': 0.738192}]"
8972,1395c38fe283b6f5,"[{'class_name': 'Building', 'realtive_size': 0.908701887584, 'confidence_val': 0.338129}]"
8974,13972fbfaf36a96d,"[{'class_name': 'Building', 'realtive_size': 0.09030203388, 'confidence_val': 0.373963}, {'class_name': 'Plant', 'realtive_size': 0.022379133634, 'confidence_val': 0.617775}, {'class_name': 'Tree', 'realtive_size': 0.022379133634, 'confidence_val': 0.523024}, {'class_name': 'Plant', 'realtive_size': 0.050965881426, 'confidence_val': 0.467123}, {'class_name': 'Tree', 'realtive_size': 0.050965881426, 'confidence_val': 0.283267}]"
8978,13984f1bf817bff1,"[{'class_name': 'Building', 'realtive_size': 0.65200145664, 'confidence_val': 0.528558}, {'class_name': 'Plant', 'realtive_size': 0.08246895882300001, 'confidence_val': 0.385624}, {'class_name': 'Tree', 'realtive_size': 0.08246895882300001, 'confidence_val': 0.299723}, {'class_name': 'Door', 'realtive_size': 0.029237025599999997, 'confidence_val': 0.256451}]"
8987,139f6b083a10aff3,"[{'class_name': 'Building', 'realtive_size': 0.28068516629999996, 'confidence_val': 0.266878}, {'class_name': 'Plant', 'realtive_size': 0.15102965983, 'confidence_val': 0.340386}, {'class_name': 'Tree', 'realtive_size': 0.15102965983, 'confidence_val': 0.288868}]"
9010,13ab4421a23a9839,"[{'class_name': 'Building', 'realtive_size': 0.340150659288, 'confidence_val': 0.32877}]"
9027,13b78a2465ecfb24,"[{'class_name': 'Land vehicle', 'realtive_size': 0.062968334817, 'confidence_val': 0.481079}, {'class_name': 'Vehicle', 'realtive_size': 0.062968334817, 'confidence_val': 0.876414}, {'class_name': 'Car', 'realtive_size': 0.062968334817, 'confidence_val': 0.448477}, {'class_name': 'Land vehicle', 'realtive_size': 0.025606909619999996, 'confidence_val': 0.47688}, {'class_name': 'Vehicle', 'realtive_size': 0.025606909619999996, 'confidence_val': 0.727269}, {'class_name': 'Car', 'realtive_size': 0.025606909619999996, 'confidence_val': 0.307034}, {'class_name': 'Building', 'realtive_size': 0.470050359954, 'confidence_val': 0.423242}, {'class_name': 'Vehicle', 'realtive_size': 0.013700684904000001, 'confidence_val': 0.265158}]"
9038,13bf377ea9291f9e,"[{'class_name': 'Building', 'realtive_size': 0.374402794593, 'confidence_val': 0.529225}, {'class_name': 'Plant', 'realtive_size': 0.007977821394, 'confidence_val': 0.303885}, {'class_name': 'Tree', 'realtive_size': 0.007977821394, 'confidence_val': 0.289441}, {'class_name': 'Plant', 'realtive_size': 0.005515064548, 'confidence_val': 0.292357}]"
9041,13c0c229c518b149,"[{'class_name': 'Building', 'realtive_size': 0.09966334896, 'confidence_val': 0.412861}]"
9046,13c41c34d0d07408,"[{'class_name': 'Building', 'realtive_size': 0.993588405328, 'confidence_val': 0.753174}, {'class_name': 'Plant', 'realtive_size': 0.09060974872000001, 'confidence_val': 0.382948}, {'class_name': 'Tree', 'realtive_size': 0.09060974872000001, 'confidence_val': 0.338006}]"
9063,13cb4105e269d2b6,"[{'class_name': 'Building', 'realtive_size': 1.275254237218, 'confidence_val': 0.866572}]"
9072,13ce355bb22452b9,"[{'class_name': 'Land vehicle', 'realtive_size': 0.013716956541, 'confidence_val': 0.347868}, {'class_name': 'Vehicle', 'realtive_size': 0.013716956541, 'confidence_val': 0.572137}, {'class_name': 'Car', 'realtive_size': 0.013716956541, 'confidence_val': 0.333298}, {'class_name': 'Building', 'realtive_size': 0.8248853482159999, 'confidence_val': 0.575803}, {'class_name': 'Plant', 'realtive_size': 0.07125954150000001, 'confidence_val': 0.286849}]"
9077,13d064d83aed5f8e,"[{'class_name': 'Building', 'realtive_size': 0.2415176736, 'confidence_val': 0.343837}]"
9088,13d9a4fb4ca778b0,"[{'class_name': 'Building', 'realtive_size': 0.02223913776, 'confidence_val': 0.484583}]"
9095,13dc7a29641ecce0,"[{'class_name': 'Building', 'realtive_size': 0.10910633739999999, 'confidence_val': 0.277991}, {'class_name': 'Plant', 'realtive_size': 0.051311744373, 'confidence_val': 0.319867}, {'class_name': 'Tree', 'realtive_size': 0.051311744373, 'confidence_val': 0.278608}, {'class_name': 'Plant', 'realtive_size': 0.037495549278, 'confidence_val': 0.308557}, {'class_name': 'Tree', 'realtive_size': 0.037495549278, 'confidence_val': 0.265783}, {'class_name': 'Plant', 'realtive_size': 0.24465526030399998, 'confidence_val': 0.273142}]"
9102,13df14302f5c53a8,"[{'class_name': 'Building', 'realtive_size': 0.56802621485, 'confidence_val': 0.534215}]"
9103,13df7afc97bf173b,"[{'class_name': 'Building', 'realtive_size': 0.125533544148, 'confidence_val': 0.391851}]"
9114,13e516b7a051cd1a,"[{'class_name': 'Building', 'realtive_size': 0.095030276992, 'confidence_val': 0.349367}, {'class_name': 'Plant', 'realtive_size': 0.024956443733999998, 'confidence_val': 0.348705}, {'class_name': 'Tree', 'realtive_size': 0.024956443733999998, 'confidence_val': 0.295859}]"
9122,13eb53e62528f0a6,"[{'class_name': 'Land vehicle', 'realtive_size': 0.02115383525, 'confidence_val': 0.401735}, {'class_name': 'Vehicle', 'realtive_size': 0.02115383525, 'confidence_val': 0.777914}, {'class_name': 'Car', 'realtive_size': 0.02115383525, 'confidence_val': 0.348983}, {'class_name': 'Building', 'realtive_size': 0.7413137176000001, 'confidence_val': 0.81335}]"
9124,13ec49f527a5dbb8,"[{'class_name': 'House', 'realtive_size': 0.265579066336, 'confidence_val': 0.258006}, {'class_name': 'Building', 'realtive_size': 0.265579066336, 'confidence_val': 0.540183}, {'class_name': 'Building', 'realtive_size': 0.065138072348, 'confidence_val': 0.311544}]"
9134,13f3661d04104eb8,"[{'class_name': 'Land vehicle', 'realtive_size': 0.081068060684, 'confidence_val': 0.544088}, {'class_name': 'Vehicle', 'realtive_size': 0.081068060684, 'confidence_val': 0.890204}, {'class_name': 'Car', 'realtive_size': 0.081068060684, 'confidence_val': 0.488986}, {'class_name': 'Land vehicle', 'realtive_size': 0.009361560468, 'confidence_val': 0.325337}, {'class_name': 'Vehicle', 'realtive_size': 0.009361560468, 'confidence_val': 0.416164}, {'class_name': 'Car', 'realtive_size': 0.009361560468, 'confidence_val': 0.291635}, {'class_name': 'Building', 'realtive_size': 0.91342063196, 'confidence_val': 0.639446}]"
9161,13fe77dfe5a6ced1,"[{'class_name': 'Building', 'realtive_size': 0.60417180572, 'confidence_val': 0.598723}, {'class_name': 'Plant', 'realtive_size': 0.16564090248000002, 'confidence_val': 0.26958}]"
9174,14045f55476af734,"[{'class_name': 'Building', 'realtive_size': 0.965383170507, 'confidence_val': 0.335864}]"
9176,14059a405f4be530,"[{'class_name': 'Building', 'realtive_size': 0.269541015156, 'confidence_val': 0.455787}, {'class_name': 'Plant', 'realtive_size': 0.10323101565000001, 'confidence_val': 0.323744}]"
9188,140b256f81357066,"[{'class_name': 'Building', 'realtive_size': 0.43356336389199995, 'confidence_val': 0.332018}, {'class_name': 'Person', 'realtive_size': 0.007313590656, 'confidence_val': 0.272873}]"
9203,140f82c244ff7312,"[{'class_name': 'Building', 'realtive_size': 0.84607857454, 'confidence_val': 0.570447}, {'class_name': 'Plant', 'realtive_size': 0.06398761347, 'confidence_val': 0.297974}]"
9213,14150c6ff631e5c0,"[{'class_name': 'Land vehicle', 'realtive_size': 0.039987896594999996, 'confidence_val': 0.498495}, {'class_name': 'Vehicle', 'realtive_size': 0.039987896594999996, 'confidence_val': 0.942795}, {'class_name': 'Car', 'realtive_size': 0.039987896594999996, 'confidence_val': 0.508351}, {'class_name': 'Building', 'realtive_size': 0.4698805648520001, 'confidence_val': 0.405279}, {'class_name': 'Plant', 'realtive_size': 0.086318980524, 'confidence_val': 0.309261}]"
9219,1416e1ace91b4142,"[{'class_name': 'Building', 'realtive_size': 0.6554322005400001, 'confidence_val': 0.549355}, {'class_name': 'Plant', 'realtive_size': 0.357396973665, 'confidence_val': 0.351986}, {'class_name': 'Tree', 'realtive_size': 0.357396973665, 'confidence_val': 0.315278}]"
9230,141d09c36dae5dab,"[{'class_name': 'Building', 'realtive_size': 0.1407253862, 'confidence_val': 0.329489}, {'class_name': 'Plant', 'realtive_size': 0.31965607088799997, 'confidence_val': 0.514297}, {'class_name': 'Tree', 'realtive_size': 0.31965607088799997, 'confidence_val': 0.275663}, {'class_name': 'Person', 'realtive_size': 0.005541959199999999, 'confidence_val': 0.545279}, {'class_name': 'Man', 'realtive_size': 0.005541959199999999, 'confidence_val': 0.397613}, {'class_name': 'Person', 'realtive_size': 0.004416885800000001, 'confidence_val': 0.533392}, {'class_name': 'Man', 'realtive_size': 0.004416885800000001, 'confidence_val': 0.302095}, {'class_name': 'Person', 'realtive_size': 0.005834927257, 'confidence_val': 0.542368}, {'class_name': 'Man', 'realtive_size': 0.005834927257, 'confidence_val': 0.269729}, {'class_name': 'Person', 'realtive_size': 0.011489614689, 'confidence_val': 0.473905}, {'class_name': 'Person', 'realtive_size': 0.006021739920000001, 'confidence_val': 0.455551}, {'class_name': 'Person', 'realtive_size': 0.006662477113, 'confidence_val': 0.427075}, {'class_name': 'Person', 'realtive_size': 0.001564821152, 'confidence_val': 0.399996}, {'class_name': 'Person', 'realtive_size': 0.003253201336, 'confidence_val': 0.374926}, {'class_name': 'Person', 'realtive_size': 0.0010391493, 'confidence_val': 0.362821}, {'class_name': 'Person', 'realtive_size': 0.006148580957, 'confidence_val': 0.342009}, {'class_name': 'Person', 'realtive_size': 0.005575732412, 'confidence_val': 0.333554}, {'class_name': 'Person', 'realtive_size': 0.0017594772300000001, 'confidence_val': 0.293878}, {'class_name': 'Person', 'realtive_size': 0.004082641836, 'confidence_val': 0.285685}, {'class_name': 'Person', 'realtive_size': 0.003211050978, 'confidence_val': 0.262783}, {'class_name': 'Person', 'realtive_size': 0.007764919507999999, 'confidence_val': 0.261905}, {'class_name': 'Person', 'realtive_size': 0.001388278833, 'confidence_val': 0.25885}, {'class_name': 'Person', 'realtive_size': 0.0035956562199999996, 'confidence_val': 0.254478}]"
9242,142511dbe915e4c9,"[{'class_name': 'Building', 'realtive_size': 0.842934737062, 'confidence_val': 0.282441}]"
9249,142920afaadb654d,"[{'class_name': 'Building', 'realtive_size': 0.3984094634, 'confidence_val': 0.451541}, {'class_name': 'Building', 'realtive_size': 0.434414365528, 'confidence_val': 0.393897}]"
9250,142ad252616f0b66,"[{'class_name': 'Building', 'realtive_size': 0.870844043, 'confidence_val': 0.476736}]"
9252,142cc5fe1d4fd9e6,"[{'class_name': 'Building', 'realtive_size': 0.80114543322, 'confidence_val': 0.367544}, {'class_name': 'Land vehicle', 'realtive_size': 0.008329422983, 'confidence_val': 0.29164}, {'class_name': 'Vehicle', 'realtive_size': 0.008329422983, 'confidence_val': 0.468009}, {'class_name': 'Land vehicle', 'realtive_size': 0.007118174125, 'confidence_val': 0.343703}, {'class_name': 'Vehicle', 'realtive_size': 0.007118174125, 'confidence_val': 0.450549}, {'class_name': 'Vehicle', 'realtive_size': 0.011568660125, 'confidence_val': 0.346938}, {'class_name': 'Vehicle', 'realtive_size': 0.013476776279999998, 'confidence_val': 0.263232}]"
9257,1430d2300e3757de,"[{'class_name': 'Building', 'realtive_size': 0.428417943646, 'confidence_val': 0.836924}, {'class_name': 'Tree', 'realtive_size': 0.058144864144000004, 'confidence_val': 0.295972}, {'class_name': 'Plant', 'realtive_size': 0.051599174879999994, 'confidence_val': 0.488229}]"
9259,14328c218afe6063,"[{'class_name': 'Building', 'realtive_size': 0.634716317411, 'confidence_val': 0.724623}]"
9281,143fa2cd96f25305,"[{'class_name': 'Building', 'realtive_size': 0.549253446195, 'confidence_val': 0.617531}]"
9285,14411c0daef02f8f,"[{'class_name': 'Building', 'realtive_size': 0.149809062592, 'confidence_val': 0.439373}, {'class_name': 'Plant', 'realtive_size': 0.095883693, 'confidence_val': 0.465858}, {'class_name': 'Tree', 'realtive_size': 0.095883693, 'confidence_val': 0.329857}, {'class_name': 'Plant', 'realtive_size': 0.032069956644, 'confidence_val': 0.2665}]"
9286,1441793e785baf7e,"[{'class_name': 'Building', 'realtive_size': 0.19678362796499999, 'confidence_val': 0.459807}, {'class_name': 'Building', 'realtive_size': 0.171265223574, 'confidence_val': 0.44091}, {'class_name': 'House', 'realtive_size': 0.01876646241, 'confidence_val': 0.276703}, {'class_name': 'Building', 'realtive_size': 0.01876646241, 'confidence_val': 0.351577}]"
9295,14486b939e3a4dce,"[{'class_name': 'Building', 'realtive_size': 0.9997834647520001, 'confidence_val': 0.506609}]"
9324,145772d0bcaabccd,"[{'class_name': 'Building', 'realtive_size': 0.5068079095229999, 'confidence_val': 0.710765}]"
9336,145e1688183e516f,"[{'class_name': 'Couch', 'realtive_size': 0.158736141252, 'confidence_val': 0.2843}, {'class_name': 'Bed', 'realtive_size': 0.158736141252, 'confidence_val': 0.285328}, {'class_name': 'Furniture', 'realtive_size': 0.158736141252, 'confidence_val': 0.822537}, {'class_name': 'Couch', 'realtive_size': 0.06006404380599999, 'confidence_val': 0.277776}, {'class_name': 'Furniture', 'realtive_size': 0.06006404380599999, 'confidence_val': 0.715656}, {'class_name': 'Building', 'realtive_size': 1.105100203914, 'confidence_val': 0.52423}]"
9341,1462dc027f66441c,"[{'class_name': 'Building', 'realtive_size': 0.694678647124, 'confidence_val': 0.47447}, {'class_name': 'Plant', 'realtive_size': 0.206431018704, 'confidence_val': 0.259425}, {'class_name': 'Plant', 'realtive_size': 0.139343341872, 'confidence_val': 0.254546}]"
9346,1464fe5888f3269c,"[{'class_name': 'Building', 'realtive_size': 0.585404291274, 'confidence_val': 0.48111}, {'class_name': 'Building', 'realtive_size': 0.044296296616, 'confidence_val': 0.412697}, {'class_name': 'Plant', 'realtive_size': 0.152117240178, 'confidence_val': 0.464782}]"
9364,146c6d151c4a2a99,"[{'class_name': 'House', 'realtive_size': 0.7338891294959999, 'confidence_val': 0.253537}, {'class_name': 'Building', 'realtive_size': 0.7338891294959999, 'confidence_val': 0.732937}, {'class_name': 'Plant', 'realtive_size': 0.004854269054, 'confidence_val': 0.279066}, {'class_name': 'Plant', 'realtive_size': 0.0038959535790000005, 'confidence_val': 0.251599}]"
9366,146db1eff7f28f3a,"[{'class_name': 'Building', 'realtive_size': 0.614141787952, 'confidence_val': 0.521342}]"
9377,14721e49df56a806,"[{'class_name': 'Building', 'realtive_size': 0.09235091735100001, 'confidence_val': 0.314161}, {'class_name': 'Land vehicle', 'realtive_size': 0.07376426990400001, 'confidence_val': 0.395467}, {'class_name': 'Vehicle', 'realtive_size': 0.07376426990400001, 'confidence_val': 0.815966}]"
9418,14802182f113b5d0,"[{'class_name': 'Building', 'realtive_size': 1.194692637358, 'confidence_val': 0.431727}, {'class_name': 'Person', 'realtive_size': 0.015518784432, 'confidence_val': 0.598229}, {'class_name': 'Clothing', 'realtive_size': 0.015518784432, 'confidence_val': 0.25111}, {'class_name': 'Person', 'realtive_size': 0.012248081572, 'confidence_val': 0.397115}, {'class_name': 'Person', 'realtive_size': 0.01801788551, 'confidence_val': 0.368085}, {'class_name': 'Person', 'realtive_size': 0.005717068992, 'confidence_val': 0.296489}]"
9426,14835a8ba2f870e4,"[{'class_name': 'Building', 'realtive_size': 1.11170830482, 'confidence_val': 0.727247}]"
9433,14862a55a20c2edb,"[{'class_name': 'Building', 'realtive_size': 0.125150341617, 'confidence_val': 0.426536}]"
9442,148b1f6a6f5a4fea,"[{'class_name': 'Building', 'realtive_size': 0.381810758679, 'confidence_val': 0.305265}, {'class_name': 'Plant', 'realtive_size': 0.0073928256, 'confidence_val': 0.29296}, {'class_name': 'Tree', 'realtive_size': 0.0073928256, 'confidence_val': 0.275229}]"
9447,1490d6d8eaf97bb9,"[{'class_name': 'Sculpture', 'realtive_size': 0.885216883502, 'confidence_val': 0.77881}]"
9448,149178888cc609f2,"[{'class_name': 'Building', 'realtive_size': 0.724797734941, 'confidence_val': 0.397084}]"
9451,1492485d784b9113,"[{'class_name': 'Building', 'realtive_size': 0.8017495606, 'confidence_val': 0.356629}]"
9457,1495db98cebe1085,"[{'class_name': 'Building', 'realtive_size': 1.01002910652, 'confidence_val': 0.613759}]"
9467,149b5435b1615eb9,"[{'class_name': 'Building', 'realtive_size': 0.836893029816, 'confidence_val': 0.274612}, {'class_name': 'Plant', 'realtive_size': 0.066840388353, 'confidence_val': 0.273234}]"
9472,149ce54491013e2c,"[{'class_name': 'Building', 'realtive_size': 0.765430881594, 'confidence_val': 0.863396}]"
9474,149f18791932d0bc,"[{'class_name': 'Building', 'realtive_size': 1.0297973038100001, 'confidence_val': 0.541731}]"
9478,14a0ce331ca17971,"[{'class_name': 'Building', 'realtive_size': 0.967797381904, 'confidence_val': 0.473901}]"
9489,14a46d0198f42dc3,"[{'class_name': 'Building', 'realtive_size': 0.15457278844800001, 'confidence_val': 0.493354}]"
